codigo_venda,data,total
27237,"2018-09-04 20:58:22",62.04
27343,"2018-09-04 21:09:17",99.68
27370,"2018-09-04 21:11:44",44.89
27382,"2018-09-04 21:12:56",54.79
27404,"2018-09-04 21:15:19",101.25
27428,"2018-09-04 21:17:58",106.93
27430,"2018-09-04 21:18:12",116.83
27434,"2018-09-04 21:18:30",111.15
27449,"2018-09-04 21:19:52",44.89
27515,"2018-09-04 21:25:36",62.04
27579,"2018-09-04 21:34:06",62.04
27663,"2018-09-04 21:42:25",106.93
27743,"2018-09-04 21:50:06",57.85
27828,"2018-09-04 21:59:28",89.78
27829,"2018-09-04 21:59:43",112.64
27908,"2018-09-04 22:07:58",54.79
27914,"2018-09-04 22:08:47",54.79
27981,"2018-09-04 22:17:20",62.04
28002,"2018-09-04 22:19:26",56.36
28041,"2018-09-04 22:24:15",62.04
28095,"2018-09-04 22:29:31",44.89
28098,"2018-09-04 22:29:44",44.89
28153,"2018-09-04 22:36:33",112.64
28166,"2018-09-04 22:38:05",56.36
28187,"2018-09-04 22:39:57",44.89
28224,"2018-09-04 22:44:14",124.08
28499,"2018-09-04 23:21:18",57.85
28513,"2018-09-04 23:22:49",101.25
28561,"2018-09-04 23:28:05",56.36
28639,"2018-09-04 23:41:18",44.89
28645,"2018-09-04 23:42:17",44.89
28696,"2018-09-04 23:51:16",56.36
28787,"2018-09-05 00:04:43",116.83
28915,"2018-09-05 00:34:46",99.68
28929,"2018-09-05 00:38:36",56.36
28955,"2018-09-05 00:47:14",161.72
29022,"2018-09-05 01:24:54",56.36
29097,"2018-09-05 03:18:17",54.79
29130,"2018-09-05 04:52:43",57.85
29143,"2018-09-05 05:09:04",112.64
29221,"2018-09-05 06:41:20",44.89
29338,"2018-09-05 07:32:16",57.85
29362,"2018-09-05 07:39:39",57.85
29375,"2018-09-05 07:42:57",44.89
29403,"2018-09-05 07:51:26",219.57
29492,"2018-09-05 08:12:35",62.04
29574,"2018-09-05 08:24:56",56.36
29597,"2018-09-05 08:27:59",57.85
29638,"2018-09-05 08:33:56",57.85
29712,"2018-09-05 08:44:52",62.04
29757,"2018-09-05 08:51:01",202.5
29776,"2018-09-05 08:54:26",57.85
29882,"2018-09-05 09:09:25",54.79
29923,"2018-09-05 09:15:05",115.7
29938,"2018-09-05 09:17:24",44.89
29992,"2018-09-05 09:23:33",167.43
30058,"2018-09-05 09:30:38",112.72
30212,"2018-09-05 09:46:54",54.79
30361,"2018-09-05 10:01:51",56.36
30373,"2018-09-05 10:03:19",89.78
30473,"2018-09-05 10:13:45",213.89
30476,"2018-09-05 10:14:03",44.89
30527,"2018-09-05 10:19:48",56.36
30538,"2018-09-05 10:21:37",57.85
30544,"2018-09-05 10:22:24",44.89
30587,"2018-09-05 10:27:30",56.36
30661,"2018-09-05 10:33:53",56.36
30801,"2018-09-05 10:46:43",114.21
30809,"2018-09-05 10:47:27",57.85
30823,"2018-09-05 10:48:47",54.79
30839,"2018-09-05 10:50:30",209.67
30898,"2018-09-05 10:55:48",99.68
30993,"2018-09-05 11:04:51",56.36
31006,"2018-09-05 11:06:06",54.79
31040,"2018-09-05 11:08:23",119.89
31043,"2018-09-05 11:08:42",56.36
31094,"2018-09-05 11:14:53",114.21
31097,"2018-09-05 11:14:57",56.36
31185,"2018-09-05 11:23:19",106.93
31218,"2018-09-05 11:26:11",112.72
31239,"2018-09-05 11:27:38",106.93
31318,"2018-09-05 11:34:57",116.83
31337,"2018-09-05 11:36:39",62.04
31367,"2018-09-05 11:39:30",99.68
31402,"2018-09-05 11:41:43",119.89
31473,"2018-09-05 11:47:52",62.04
31536,"2018-09-05 11:52:02",62.04
31562,"2018-09-05 11:54:31",57.85
31597,"2018-09-05 11:56:42",44.89
